headword,headword_raw,translation
მუმაულარი,mumaulari,comer
მოშხუშხარო,moSxuSxaro,a little bit thick
მიკოტახუა,mikotaxua,to break off
მაშულადარი,maSuladari,tiring
მაბირე,mabire,singer
მოშქირენაფა,moSqirenafa,to starve
მოლაფირი,molafiri,unstuck
მოძალიერება,moZaliereba,to make smb./smth. stronger
მუმაწამალარი,mumawamalari,toxic
მუმანწყუალი,mumanwyuali,organizer
ხემონჭირელი,xemonWireli,thrifty
გიშაკეთება,giSakeTeba,to get better
მუნარქიებუ,munarqiebu,blown
მონაკვანი,monakvani,invention
მონადირე,monadire,hunter
მაჯინი,majini,hunter
მანარღებელი,manarRebeli,repentant
მონასტერი,monasteri,monastery
მონარტება,monarteba,to miss
ნაჩიებუ,naCiebu,told story
ალმათირე,almaTire,substitute
მოთირა,moTira,to alter
აკორღვაფა,akorRvafa,to demolish
მონდობა,mondoba,to charge
მონდომება,mondomeba,to desire
მოჭორაფა,moWorafa,to relieve
მანირზებელი,manirzebeli,"opponent, rival"
მაპეინჯებელი,mapeinjebeli,inviting
მოპირუა,mopirua,"to put steel on the tip of e.g. axe, etc. smth"
მორულა,morula,to come running
მარულე,marule,runner
მორგება,morgeba,to adjust
მორიება,morieba,to overpower
ეფაჩაფა,efaCafa,to stir
მორაჸუა,moraYua,to drive home
მორჩხუალა,morCxuala,to wash
მონწყუალა,monwyuala,to decorate
მორუა,morua,log
მორი,mori,log
მორიგება,morigeba,to come to an agreement
სკილიდაფა,skilidafa,to heal
ონჯღორიანი,onjRoriani,modest
ონჯღორიანობა,onjRorianoba,modesty
მორწმუნე,morwmune,believer
მაბუნაფალი,mabunafali,to be bound
მაბოდიშებელი,mabodiSebeli,to be apologized
დათხინაფალი,daTxinafali,to be repulsed
მაგვარებელი,magvarebeli,to be resolved
გაშინალი,gaSinali,smb./smth. to be remembered
ოკორობალი,okorobali,to be gathered
მონაწიი,monawii,harvest
ოზალი,ozali,to be kneaded
მოთანჯე,moTanje,bordering
მეხურგე,mexurge,bordering
მათმინებელი,maTminebeli,to be tolerated
მაკვათალი,makvaTali,to be cut
მოსაკითხი,mosakiTxi,smth. sent as a gift
ჯღვერი,jRveri,smth. sent as a gift
ოჸვილარი,oYvilari,to be killed
ოწილარი,owilari,to be picked
მარხინებელი,marxinebeli,to be enjoyed
მაძინალი,maZinali,to be increased
მუარხე,muarxe,servant
მახალი,maxali,smb. about to give birth
მანელებერი,maneleberi,to be digested
ოფაჩაფალი,ofaCafali,to be stirred
ოწყარალი,owyarali,to be watered
ორწყალი,orwyali,to be watered
მასვანჯებელი,masvanjebeli,smth. for rest
მასპებელი,maspebeli,to be devastated
მაღალარი,maRalari,to be brought
იკოონჯუა,ikoonjua,approaching of the evening
მაშალებერი,maSaleberi,to be abolished
მაჭკირალი,maWkirali,to be cut
ოხაშალი,oxaSali,to be boiled
მოხუჯური,moxujuri,convenient
ოხვარებელი,oxvarebeli,to be used
მოსაშინე,mosaSine,to be reported
მოსვანჯებული,mosvanjebuli,rested
მულა,mula,to come
გილმაულარი,gilmaulari,walking
მოჸოროფე,moYorofe,loving
ელახუნაფა,elaxunafa,to make smb. sit beside
მოსპება,mospeba,to devastate
სილუა,silua,to devastate
მოსულიერება,mosuliereba,to regain consciousness
გინობირაფა,ginobirafa,to bribe
მაგურაფუ,magurafu,pupil
მოწაფე,mowafe,pupil
მოჭიშაფა,moWiSafa,to complete in time
მოჭიშაფილი,moWiSafili,grown up
მოღალა,moRala,to bring
მანგარალი,mangarali,weeping
მოგემუანო,mogemuano,sweetish
უმუგვარებუ,umugvarebu,unresolved
მოულოდნელი,moulodneli,unexpected
უმუმზადებუ,umumzadebu,unprepared
უნათუ,unaTu,unbaptized
უმუსვანჯებუ,umusvanjebu,restless
ლობოთი,loboTi,inflexible
დუნე,dune,inflexible
უმუშორებუ,umuSorebu,inseparable
უჩურცხალი,uCurcxali,inseparable
უჩოლამუ,uColamu,busy
უხაშუ,uxaSu,raw
უგუკვათუ,ugukvaTu,unskilful
მოფერაფა,moferafa,to caress
მოფირქება,mofirqeba,to think over
მოღონიერება,moRoniereba,to become stronger
მოჸუნა,moYuna,to come with smb
ვიქილე,viqile,farther
მოსქილადა,mosqilada,to heal
მოძირაფა,moZirafa,to pretend
აგაგა,agaga,ghost
მასხაპალი,masxapali,dancer
მაჸურზენე,maYurzene,bilberry
მელიშია,meliSia,bilberry
მარწკინაია,marwkinaia,blinking
გოძიცელი,goZiceli,laughing
მოციქული,mociquli,apostle
ჩოლამა,Colama,to have some spare-time
ლაბანი,labani,currant
ლაბანი,Iabani,currant
დაჯვეშება,dajveSeba,to olden
დაჯვეშენს,dajveSens,to olden
მოჯიმალე,mojimale,countryman
ჯიმაჯგუარი,jimajguari,countryman
მონწყუმა,monwyuma,to unfix
გუმაჯოგაფალი,gumajogafali,hater
გოჯოგაფა,gojogafa,to make smb. hate
მონძღვარი,monZRvari,"confessor, teacher"
მოწადილება,mowadileba,to desire
მოწამალუა,mowamalua,to poison
მოწაფე,mowafe,"pupil, disciple"
მოპაპაფა,mopapafa,to smoke
მოწესრიგება,mowesrigeba,to regulate
მოწმობა,mowmoba,to prove
მეჭირინაფა,meWirinafa,to provide with
მოწონა,mowona,to like
მონწყუალა,monwyuala,to arrange
მოჸუმენაფა,moYumenafa,to be thirsty
მონჭირა,monWira,to squeeze
ხალუა,xalua,to roast
მოხერხება,moxerxeba,to be able to
მოხუჯური,moxujuri,comfortable
მარჯვე,marjve,comfortable
გილმაგირგოლე,gilmagirgole,wandering
გილმასეტელე,gilmasetele,wandering
მოხვალამა,moxvalama,to hit
მოხვარება,moxvareba,to use for
რჩინაფა,rCinafa,to grow old
მოჯგვაჯგვაფა,mojgvajgvafa,to slam
მაძირაფუ,maZirafu,finder
მჟავე,mJave,sour
ბრელნერი,brelneri,various
ბრელიშახჷ,breliSaxL,many times
მიარე,miare,many
ბრელი,breli,many
ბრელინერი,brelineri,various
ოშნერი,oSneri,various
მიარეშახ,miareSax,many times
ოშიშახ,oSiSax,many times
რგვალი,rgvali,round
მანახვალი,manaxvali,washer
ღულა,Rula,curved
მასხუნალი,masxunali,advisor
მოინალე,moinale,servant
ჯგურა,-jgura,similar
ნერი,-neri,similar
მაშუმალი,maSumali,drunkard
მაჸოთამალი,maYoTamali,shooter
ქექე,qeqe,light
მაქექა,maqeqa,light
შურიშია,SuriSia,gluttonous
გვანილი,gvanili,fat
შხუ,Sxu,thick
პურტოლუა,purtolua,to break
ტიანი,tiani,cluster
ნტერი,nteri,enemy
ნტვერი,ntveri,dust
მახარგალი,maxargali,loader
მტვერამი,mtverami,dusty
ტკუ,tku,span
ტორონჯი,toronji,pigeon
მტერობა,mteroba,hostility
მტყვანი,mtyvani,wrong
ნაკვაჩხირი,nakvaCxiri,burning log
ირო,iro,always
ხვეწა,xvewa,plead
იროიანი,iroiani,permanent
ხვარცა,xvarca,itch
წოლუა,wolua,to cover with soot
წოლა,wola,soot
რცქინი,rcqini,to threaten
მუშობა,muSoba,to work
მუშთი,muSTi,fist
ქვარა,qvara,stomach
ბუზუკი,buzuki,pimple
ფუფული,fufuli,pimple
მუნჭი,munWi,handful
ჭყონი,Wyoni,oak
ბირგულდოშ,birguldoS,knelt
ლიკვი,likvi,jab
მაქადაგებელი,maqadagebeli,preacher
მეღვენი,meRveni,possessor
მაშუალი,maSuali,knitter
მაღაფალი,maRafali,painter
ბირა,bira,to sing
პაპა,papa,priest
გარამი,garami,cavern
კურცხე,kurcxe,awake
ლანდღუა,landRua,to puddle
ლანდღვირი,landRviri,turbid
კიკილი,kikili,plant-louse
მაქვერქვალი,maqverqvali,rodent
მახვატალი,maxvatali,rodent
მანგარი,mangari,solid
მაჸიდე,maYide,buyer
ჸონუა,Yonua,upon to engraft grafts
მთუნარე,mTunare,cozy
წყნარი,wynari,cozy
მაშენებელი,maSenebeli,builder
მოსაშველე,mosaSvele,helper
მოხვარე,moxvare,helper
შვენება,Sveneba,beauty
სისქვამა,sisqvama,beauty
მშვიდობა,mSvidoba,peace
შვიდება,Svideba,peace
ქაშქვილი,qaSqvili,a bow and an arrow
შქირენული,Sqirenuli,hungry
თხალი,Txali,faint-hearted
მაშქურინჯე,maSqurinje,faint-hearted
სქირუ,sqiru,dry
ჭიჭე,WiWe,small
აკაბუცხა,akabucxa,small
მაჩოჩინალი,maCoCinali,creeping
მაჩოჩალი,maCoCali,creeping
მანკორალი,mankorali,ruminant
მანჩურალი,manCurali,swimmer
მაცხოვრებელი,macxovrebeli,living
მარჩუალი,marCuali,thief
ძაღე,ZaRe,rancid
ზახალეფი,zaxalefi,"parents of the daughter- in-law, parents of the son-in-law"
